 Reporting Area,MMWR Year,MMWR Week,"Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2017","Salmonellosis, Cum 2017, flag","Salmonellosis, Cum 2016","Salmonellosis, Cum 2016, flag","Shiga toxin-producing E. coli (STEC)§, Current week","Shiga toxin-producing E. coli (STEC)§, Current week, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2017","Shiga toxin-producing E. coli (STEC)§, Cum 2017, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2016","Shiga toxin-producing E. coli (STEC)§, Cum 2016, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Med","Shigellosis, Previous 52 weeks Med, flag","Shigellosis, Previous 52 weeks Max","Shigellosis, Previous 52 weeks Max, flag","Shigellosis, Cum 2017","Shigellosis, Cum 2017, flag","Shigellosis, Cum 2016","Shigellosis, Cum 2016, flag",Location 1,Location 2
IOWA,2017,17,4,,13,,55,,164,,158,,,-,4,,19,,24,,38,,,-,4,,13,,31,,246,,"IOWA
(42.46942, -93.815856)",
VIRGINIA,2017,17,15,,21,,46,,167,,219,,,-,2,,8,,28,,32,,1,,4,,14,,42,,138,,"VIRGINIA
(37.542699, -78.45822)",
WASHINGTON,2017,17,2,,13,,82,,138,,162,,,-,1,,38,,11,,25,,,-,2,,23,,39,,52,,"WASHINGTON
(47.517368, -120.467672)",
OREGON,2017,17,3,,8,,23,,93,,106,,,-,4,,12,,59,,33,,,-,1,,4,,29,,68,,"OREGON
(44.567912, -120.156945)",
IDAHO,2017,17,3,,3,,10,,55,,46,,,-,3,,12,,36,,31,,,-,0,,3,,7,,27,,"IDAHO
(43.680635, -114.364237)",
UNITED STATES,2017,18,361,,903,,1660,,9079,,11286,,34,,137,,274,,1176,,1656,,104,,358,,490,,3735,,7534,,,
NEW ENGLAND,2017,18,14,,25,,40,,457,,242,,,-,4,,17,,74,,84,,1,,3,,13,,95,,21,,,
MID. ATLANTIC,2017,18,62,,85,,198,,885,,1017,,8,,14,,31,,169,,178,,14,,27,,53,,339,,508,,,
NEW YORK CITY,2017,18,18,,19,,42,,255,,204,,4,,3,,9,,39,,31,,7,,8,,17,,135,,145,,,
E.N. CENTRAL,2017,18,38,,98,,203,,919,,1562,,5,,13,,87,,98,,205,,12,,53,,104,,601,,1304,,,
W.N. CENTRAL,2017,18,29,,64,,232,,668,,932,,6,,21,,63,,157,,289,,1,,22,,88,,189,,1158,,,
S. ATLANTIC,2017,18,100,,223,,512,,2402,,2735,,4,,8,,22,,103,,113,,20,,50,,80,,710,,905,,,
E.S. CENTRAL,2017,18,16,,68,,210,,563,,896,,2,,6,,13,,55,,76,,5,,16,,28,,293,,289,,,
W.S. CENTRAL,2017,18,27,,168,,568,,1087,,1497,,2,,23,,150,,149,,220,,38,,76,,180,,628,,1984,,,
MOUNTAIN,2017,18,28,,55,,94,,751,,761,,6,,14,,34,,148,,190,,10,,30,,56,,261,,704,,,
PACIFIC,2017,18,47,,121,,188,,1347,,1644,,1,,23,,63,,223,,301,,3,,46,,77,,619,,661,,,
AMER. SAMOA,2017,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
SOUTH CAROLINA,2017,18,,-,25,,78,,162,,224,,,-,0,,4,,6,,13,,,-,3,,10,,54,,115,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ILLINOIS,2017,18,,-,30,,63,,269,,455,,,-,3,,62,,14,,49,,,-,8,,20,,87,,232,,"ILLINOIS
(40.477092, -88.993221)",
HAWAII,2017,18,,-,5,,16,,52,,74,,,-,0,,3,,11,,6,,,-,0,,5,,7,,11,,"HAWAII
(21.30992, -157.858158)",
ARIZONA,2017,18,5,,17,,34,,235,,219,,4,,2,,8,,41,,43,,6,,13,,45,,123,,567,,"ARIZONA
(34.869712, -111.760902)",
CONNECTICUT,2017,18,1,,8,,22,,105,,123,,,-,1,,7,,12,,67,,,-,1,,4,,20,,10,,"CONNECTICUT
(41.544654, -72.651713)",
GUAM,2017,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ALASKA,2017,18,,-,1,,5,,11,,20,,,-,0,,3,,1,,5,,,-,0,,2,,6,,1,,"ALASKA
(64.836661, -147.738891)",
FLORIDA,2017,18,62,,110,,211,,1255,,1239,,,-,0,,0,,,-,,-,14,,16,,33,,314,,214,,"FLORIDA
(28.915325, -81.922409)",
MAINE,2017,18,1,,2,,7,,18,,23,,,-,0,,3,,4,,7,,,-,0,,1,,3,,,-,"MAINE
(45.252223, -68.986647)",
UTAH,2017,18,1,,5,,11,,97,,127,,,-,2,,5,,13,,14,,,-,1,,4,,12,,28,,"UTAH
(39.359772, -111.584173)",
WISCONSIN,2017,18,,-,11,,32,,24,,261,,,-,2,,13,,3,,54,,1,,8,,36,,128,,385,,"WISCONSIN
(44.395526, -89.834513)",
GEORGIA,2017,18,10,,37,,90,,366,,410,,,-,2,,9,,35,,25,,,-,10,,27,,137,,267,,"GEORGIA
(32.836038, -83.631709)",
OKLAHOMA,2017,18,12,,16,,52,,151,,131,,,-,2,,29,,17,,11,,5,,5,,68,,40,,221,,"OKLAHOMA
(35.468494, -97.521264)",
VIRGINIA,2017,18,13,,21,,46,,193,,235,,,-,2,,8,,28,,32,,3,,4,,14,,46,,142,,"VIRGINIA
(37.542699, -78.45822)",
MINNESOTA,2017,18,,-,13,,37,,,-,274,,,-,5,,22,,,-,104,,,-,3,,30,,,-,350,,"MINNESOTA
(46.357661, -94.793397)",
ARKANSAS,2017,18,7,,14,,45,,106,,94,,2,,2,,7,,17,,17,,2,,3,,14,,76,,56,,"ARKANSAS
(34.748745, -92.275105)",
NEW YORK,2017,18,28,,25,,65,,274,,292,,3,,4,,15,,51,,63,,7,,4,,12,,62,,56,,"NEW YORK
(42.826892, -75.544286)",
SOUTH DAKOTA,2017,18,,-,3,,107,,36,,61,,,-,1,,9,,4,,17,,,-,0,,2,,4,,7,,"SOUTH DAKOTA
(44.35371, -100.373709)",
C.N.M.I.,2017,18,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MASSACHUSETTS,2017,18,8,,0,,26,,264,,,-,,-,0,,15,,48,,,-,,-,0,,8,,50,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
KANSAS,2017,18,5,,8,,27,,102,,97,,,-,2,,19,,14,,28,,,-,4,,17,,51,,118,,"KANSAS
(38.345528, -98.201847)",
WASHINGTON,2017,18,41,,11,,82,,178,,171,,,-,1,,38,,11,,25,,,-,2,,23,,39,,58,,"WASHINGTON
(47.517368, -120.467672)",
NEW HAMPSHIRE,2017,18,1,,3,,10,,28,,43,,,-,0,,4,,6,,4,,,-,0,,3,,5,,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MARYLAND,2017,18,15,,14,,38,,187,,192,,4,,1,,5,,20,,20,,3,,3,,8,,68,,49,,"MARYLAND
(39.290443, -76.612333)",
IDAHO,2017,18,4,,3,,10,,60,,48,,,-,3,,12,,37,,34,,,-,0,,3,,7,,28,,"IDAHO
(43.680635, -114.364237)",
MONTANA,2017,18,2,,3,,22,,47,,51,,,-,2,,19,,20,,21,,,-,0,,2,,1,,3,,"MONTANA
(47.062617, -109.430168)",
TENNESSEE,2017,18,4,,17,,110,,150,,224,,2,,3,,8,,38,,39,,1,,4,,13,,89,,61,,"TENNESSEE
(35.681402, -85.774444)",
COLORADO,2017,18,16,,13,,33,,189,,169,,2,,4,,11,,19,,56,,3,,4,,16,,57,,37,,"COLORADO
(38.841772, -106.132562)",
NORTH DAKOTA,2017,18,,-,2,,10,,29,,39,,,-,0,,3,,12,,10,,,-,0,,2,,,-,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
CALIFORNIA,2017,18,5,,92,,152,,1007,,1268,,,-,16,,39,,143,,230,,3,,40,,70,,536,,521,,"CALIFORNIA
(37.640735, -121.002435)",
INDIANA,2017,18,,-,14,,32,,77,,180,,,-,1,,8,,8,,25,,,-,3,,16,,22,,100,,"INDIANA
(39.76845, -86.156212)",
RHODE ISLAND,2017,18,,-,2,,6,,22,,19,,,-,0,,2,,2,,1,,,-,0,,4,,6,,8,,"RHODE ISLAND
(41.707447, -71.522488)",
VERMONT,2017,18,3,,2,,10,,20,,34,,,-,0,,2,,2,,5,,1,,0,,2,,11,,,-,"VERMONT
(43.622479, -72.51927)",
WYOMING,2017,18,,-,1,,5,,18,,20,,,-,0,,2,,2,,1,,1,,0,,1,,2,,2,,"WYOMING
(43.23558, -108.110518)",
ALABAMA,2017,18,,-,24,,48,,144,,292,,,-,0,,3,,7,,12,,1,,3,,9,,71,,136,,"ALABAMA
(32.839182, -86.631125)",
DELAWARE,2017,18,,-,2,,17,,13,,20,,,-,0,,2,,1,,3,,,-,2,,6,,17,,8,,"DELAWARE
(39.008676, -75.574561)",
IOWA,2017,18,,-,13,,55,,164,,172,,,-,3,,19,,24,,44,,,-,4,,13,,31,,252,,"IOWA
(42.46942, -93.815856)",
TEXAS,2017,18,8,,104,,514,,676,,981,,,-,17,,116,,113,,186,,31,,62,,140,,454,,1568,,"TEXAS
(31.827233, -99.423022)",
MISSOURI,2017,18,18,,18,,42,,255,,229,,4,,6,,19,,76,,56,,1,,7,,47,,95,,355,,"MISSOURI
(38.636168, -92.566292)",
DIST. OF COL.,2017,18,,-,0,,4,,,-,2,,,-,0,,1,,,-,2,,,-,0,,2,,,-,3,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
PENNSYLVANIA,2017,18,16,,27,,66,,287,,313,,1,,4,,14,,54,,47,,,-,8,,30,,75,,222,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW JERSEY,2017,18,,-,14,,55,,69,,208,,,-,3,,7,,25,,37,,,-,5,,12,,67,,85,,"NEW JERSEY
(40.104655, -74.386686)",
NORTH CAROLINA,2017,18,,-,27,,93,,213,,357,,,-,1,,5,,12,,13,,,-,9,,28,,73,,105,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEVADA,2017,18,,-,3,,9,,34,,53,,,-,1,,4,,8,,15,,,-,1,,10,,11,,17,,"NEVADA
(39.491833, -117.070159)",
MICHIGAN,2017,18,1,,17,,43,,223,,289,,,-,2,,10,,28,,37,,,-,12,,31,,136,,156,,"MICHIGAN
(44.66399, -84.711206)",
KENTUCKY,2017,18,1,,10,,35,,109,,202,,,-,1,,5,,7,,19,,,-,5,,14,,88,,69,,"KENTUCKY
(37.64591, -84.774043)",
NEBRASKA,2017,18,6,,6,,14,,82,,60,,2,,2,,9,,27,,30,,,-,2,,12,,8,,74,,"NEBRASKA
(41.640503, -99.367122)",
OREGON,2017,18,1,,8,,23,,99,,111,,1,,4,,12,,57,,35,,,-,1,,4,,31,,70,,"OREGON
(44.567912, -120.156945)",
VIRGIN ISL.,2017,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW MEXICO,2017,18,,-,6,,17,,71,,74,,,-,1,,5,,8,,6,,,-,3,,22,,48,,22,,"NEW MEXICO
(34.520396, -106.244402)",
MISSISSIPPI,2017,18,11,,18,,57,,160,,178,,,-,0,,2,,3,,6,,3,,2,,5,,45,,23,,"MISSISSIPPI
(32.738663, -89.537312)",
LOUISIANA,2017,18,,-,25,,53,,154,,291,,,-,0,,2,,2,,6,,,-,6,,22,,58,,139,,"LOUISIANA
(31.2931, -92.463284)",
WEST VIRGINIA,2017,18,,-,3,,12,,13,,56,,,-,0,,3,,1,,5,,,-,0,,2,,1,,2,,"WEST VIRGINIA
(38.668501, -80.709421)",
PUERTO RICO,2017,18,2,,11,,25,,131,,186,,,-,0,,0,,,-,,-,2,,0,,4,,5,,9,,"PUERTO RICO
(18.215692, -66.414655)",
OHIO,2017,18,37,,26,,68,,326,,377,,5,,3,,14,,45,,40,,11,,18,,30,,228,,431,,"OHIO
(40.056807, -82.405897)",
UNITED STATES,2017,19,246,,903,,1659,,9631,,12169,,56,,138,,274,,1339,,1795,,115,,354,,498,,3984,,8035,,,
NEW ENGLAND,2017,19,4,,24,,40,,468,,266,,2,,4,,17,,77,,90,,1,,3,,13,,98,,22,,,
MID. ATLANTIC,2017,19,56,,81,,198,,960,,1099,,9,,14,,31,,184,,195,,13,,27,,53,,366,,547,,,
NEW YORK CITY,2017,19,17,,19,,42,,272,,229,,1,,3,,9,,40,,38,,9,,8,,17,,144,,154,,,
E.N. CENTRAL,2017,19,35,,93,,203,,1022,,1683,,1,,13,,87,,114,,211,,20,,52,,104,,687,,1366,,,
W.N. CENTRAL,2017,19,18,,63,,232,,734,,1013,,1,,21,,63,,184,,318,,4,,22,,96,,197,,1257,,,
S. ATLANTIC,2017,19,44,,223,,512,,2507,,2918,,5,,8,,22,,112,,121,,11,,49,,80,,730,,959,,,
E.S. CENTRAL,2017,19,19,,68,,209,,603,,951,,1,,6,,13,,68,,80,,6,,16,,28,,307,,303,,,
W.S. CENTRAL,2017,19,19,,168,,568,,1116,,1665,,1,,23,,150,,175,,253,,52,,75,,180,,691,,2129,,,
MOUNTAIN,2017,19,19,,55,,94,,786,,817,,6,,14,,34,,160,,204,,7,,30,,56,,272,,755,,,
PACIFIC,2017,19,32,,121,,188,,1435,,1757,,30,,23,,63,,265,,323,,1,,46,,77,,636,,697,,,
AMER. SAMOA,2017,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
NORTH CAROLINA,2017,19,,-,27,,93,,247,,379,,,-,1,,5,,13,,16,,,-,9,,28,,78,,110,,"NORTH CAROLINA
(35.47995, -79.180571)",
MINNESOTA,2017,19,,-,13,,37,,,-,289,,,-,5,,22,,,-,111,,,-,2,,30,,,-,367,,"MINNESOTA
(46.357661, -94.793397)",
NEW JERSEY,2017,19,,-,14,,55,,69,,216,,,-,3,,7,,25,,40,,,-,5,,12,,68,,87,,"NEW JERSEY
(40.104655, -74.386686)",
NEW MEXICO,2017,19,1,,6,,17,,79,,78,,,-,0,,5,,7,,9,,1,,3,,22,,51,,32,,"NEW MEXICO
(34.520396, -106.244402)",
WYOMING,2017,19,,-,1,,5,,19,,24,,,-,0,,2,,2,,1,,,-,0,,1,,2,,2,,"WYOMING
(43.23558, -108.110518)",
MISSISSIPPI,2017,19,12,,18,,54,,175,,200,,,-,0,,2,,3,,7,,2,,2,,5,,48,,25,,"MISSISSIPPI
(32.738663, -89.537312)",
VIRGIN ISL.,2017,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
LOUISIANA,2017,19,2,,24,,53,,156,,322,,1,,0,,2,,3,,6,,,-,6,,22,,58,,146,,"LOUISIANA
(31.2931, -92.463284)",
MONTANA,2017,19,2,,3,,22,,49,,55,,1,,2,,19,,21,,23,,,-,0,,2,,2,,3,,"MONTANA
(47.062617, -109.430168)",
TEXAS,2017,19,,-,104,,514,,682,,1082,,,-,16,,116,,136,,205,,31,,62,,140,,497,,1700,,"TEXAS
(31.827233, -99.423022)",
SOUTH CAROLINA,2017,19,,-,25,,78,,162,,237,,,-,0,,4,,6,,13,,,-,3,,10,,54,,116,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARIZONA,2017,19,5,,16,,34,,239,,234,,3,,3,,8,,49,,45,,2,,13,,45,,126,,604,,"ARIZONA
(34.869712, -111.760902)",
MICHIGAN,2017,19,2,,17,,43,,252,,310,,,-,3,,10,,34,,37,,3,,12,,31,,195,,161,,"MICHIGAN
(44.66399, -84.711206)",
RHODE ISLAND,2017,19,,-,2,,6,,24,,23,,,-,0,,2,,2,,1,,1,,0,,4,,9,,8,,"RHODE ISLAND
(41.707447, -71.522488)",
WASHINGTON,2017,19,23,,13,,82,,200,,186,,30,,1,,38,,41,,25,,,-,2,,23,,39,,63,,"WASHINGTON
(47.517368, -120.467672)",
WEST VIRGINIA,2017,19,,-,3,,12,,13,,62,,,-,0,,3,,1,,5,,,-,0,,2,,1,,2,,"WEST VIRGINIA
(38.668501, -80.709421)",
KENTUCKY,2017,19,5,,10,,35,,127,,205,,,-,1,,5,,12,,21,,4,,5,,14,,95,,71,,"KENTUCKY
(37.64591, -84.774043)",
DELAWARE,2017,19,,-,2,,17,,13,,21,,,-,0,,2,,1,,3,,,-,2,,6,,17,,9,,"DELAWARE
(39.008676, -75.574561)",
NEW YORK,2017,19,27,,25,,65,,301,,316,,8,,4,,15,,61,,67,,3,,4,,12,,66,,58,,"NEW YORK
(42.826892, -75.544286)",
NEVADA,2017,19,,-,3,,9,,35,,55,,,-,1,,4,,8,,15,,,-,1,,10,,11,,18,,"NEVADA
(39.491833, -117.070159)",
OREGON,2017,19,6,,8,,23,,109,,113,,,-,4,,12,,59,,39,,1,,1,,4,,32,,70,,"OREGON
(44.567912, -120.156945)",
UTAH,2017,19,2,,5,,11,,105,,136,,,-,1,,5,,14,,14,,,-,1,,4,,12,,29,,"UTAH
(39.359772, -111.584173)",
C.N.M.I.,2017,19,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ALASKA,2017,19,,-,1,,5,,11,,23,,,-,0,,3,,1,,5,,,-,0,,2,,6,,2,,"ALASKA
(64.836661, -147.738891)",
MASSACHUSETTS,2017,19,,-,0,,26,,264,,,-,,-,0,,15,,48,,,-,,-,0,,8,,50,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MARYLAND,2017,19,10,,14,,38,,198,,206,,,-,1,,5,,19,,20,,5,,3,,8,,73,,51,,"MARYLAND
(39.290443, -76.612333)",
COLORADO,2017,19,7,,13,,33,,196,,182,,,-,3,,11,,19,,59,,4,,4,,16,,61,,39,,"COLORADO
(38.841772, -106.132562)",
WISCONSIN,2017,19,,-,11,,32,,30,,280,,,-,2,,13,,3,,56,,,-,8,,36,,133,,401,,"WISCONSIN
(44.395526, -89.834513)",
PENNSYLVANIA,2017,19,12,,27,,66,,318,,338,,,-,4,,14,,58,,50,,1,,8,,30,,88,,248,,"PENNSYLVANIA
(40.789676, -77.858055)",
ALABAMA,2017,19,,-,24,,48,,144,,304,,1,,0,,3,,12,,12,,,-,3,,8,,72,,140,,"ALABAMA
(32.839182, -86.631125)",
NORTH DAKOTA,2017,19,,-,2,,10,,29,,41,,,-,0,,3,,12,,10,,,-,0,,2,,,-,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
IDAHO,2017,19,2,,3,,10,,64,,53,,2,,3,,12,,40,,38,,,-,0,,3,,7,,28,,"IDAHO
(43.680635, -114.364237)",
VIRGINIA,2017,19,19,,21,,46,,220,,255,,4,,2,,8,,35,,36,,1,,4,,14,,48,,156,,"VIRGINIA
(37.542699, -78.45822)",
NEW HAMPSHIRE,2017,19,,-,3,,10,,28,,48,,,-,0,,4,,6,,4,,,-,0,,3,,5,,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
INDIANA,2017,19,,-,14,,32,,81,,194,,,-,1,,8,,11,,25,,,-,3,,16,,24,,109,,"INDIANA
(39.76845, -86.156212)",
OKLAHOMA,2017,19,8,,16,,52,,161,,152,,,-,2,,29,,17,,20,,15,,5,,68,,54,,225,,"OKLAHOMA
(35.468494, -97.521264)",
GEORGIA,2017,19,14,,37,,90,,398,,447,,1,,2,,9,,37,,26,,5,,10,,22,,145,,285,,"GEORGIA
(32.836038, -83.631709)",
FLORIDA,2017,19,1,,110,,211,,1256,,1309,,,-,0,,0,,,-,,-,,-,16,,33,,314,,227,,"FLORIDA
(28.915325, -81.922409)",
MISSOURI,2017,19,15,,19,,42,,271,,256,,,-,7,,19,,79,,67,,4,,8,,56,,101,,414,,"MISSOURI
(38.636168, -92.566292)",
ILLINOIS,2017,19,,-,29,,63,,300,,492,,,-,3,,62,,20,,52,,,-,8,,20,,90,,243,,"ILLINOIS
(40.477092, -88.993221)",
SOUTH DAKOTA,2017,19,,-,4,,107,,58,,65,,,-,1,,9,,17,,18,,,-,0,,2,,5,,8,,"SOUTH DAKOTA
(44.35371, -100.373709)",
CALIFORNIA,2017,19,3,,92,,152,,1063,,1354,,,-,16,,39,,153,,247,,,-,40,,70,,552,,550,,"CALIFORNIA
(37.640735, -121.002435)",
CONNECTICUT,2017,19,,-,8,,22,,107,,131,,,-,1,,7,,12,,71,,,-,1,,4,,20,,11,,"CONNECTICUT
(41.544654, -72.651713)",
TENNESSEE,2017,19,2,,17,,110,,157,,242,,,-,3,,8,,41,,40,,,-,4,,13,,92,,67,,"TENNESSEE
(35.681402, -85.774444)",
NEBRASKA,2017,19,3,,6,,14,,90,,67,,1,,2,,9,,31,,34,,,-,2,,12,,8,,76,,"NEBRASKA
(41.640503, -99.367122)",
DIST. OF COL.,2017,19,,-,0,,4,,,-,2,,,-,0,,1,,,-,2,,,-,0,,2,,,-,3,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MAINE,2017,19,3,,2,,7,,21,,24,,1,,0,,3,,5,,8,,,-,0,,1,,3,,,-,"MAINE
(45.252223, -68.986647)",
PUERTO RICO,2017,19,,-,11,,25,,131,,197,,,-,0,,0,,,-,,-,,-,0,,4,,5,,9,,"PUERTO RICO
(18.215692, -66.414655)",
OHIO,2017,19,33,,26,,68,,359,,407,,1,,4,,14,,46,,41,,17,,18,,30,,245,,452,,"OHIO
(40.056807, -82.405897)",
ARKANSAS,2017,19,9,,13,,45,,117,,109,,,-,2,,7,,19,,22,,6,,3,,14,,82,,58,,"ARKANSAS
(34.748745, -92.275105)",
GUAM,2017,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
HAWAII,2017,19,,-,5,,16,,52,,81,,,-,0,,3,,11,,7,,,-,0,,5,,7,,12,,"HAWAII
(21.30992, -157.858158)",
KANSAS,2017,19,,-,9,,27,,109,,104,,,-,2,,19,,15,,29,,,-,3,,17,,52,,129,,"KANSAS
(38.345528, -98.201847)",
IOWA,2017,19,,-,13,,55,,177,,191,,,-,3,,19,,30,,49,,,-,4,,13,,31,,261,,"IOWA
(42.46942, -93.815856)",
VERMONT,2017,19,1,,2,,8,,24,,40,,1,,0,,2,,4,,6,,,-,0,,2,,11,,,-,"VERMONT
(43.622479, -72.51927)",
UNITED STATES,2017,20,278,,899,,1888,,10378,,13153,,44,,132,,490,,1449,,1942,,80,,349,,606,,4208,,8493,,,
NEW ENGLAND,2017,20,5,,35,,79,,511,,621,,,-,5,,16,,80,,129,,,-,6,,13,,103,,87,,,
MID. ATLANTIC,2017,20,57,,82,,198,,1027,,1187,,12,,13,,31,,198,,210,,7,,27,,53,,377,,584,,,
OKLAHOMA,2017,20,19,,16,,52,,181,,166,,1,,2,,29,,18,,24,,4,,5,,68,,58,,235,,"OKLAHOMA
(35.468494, -97.521264)",
NEW YORK CITY,2017,20,21,,19,,42,,293,,251,,2,,2,,9,,42,,41,,7,,8,,17,,151,,160,,,
E.N. CENTRAL,2017,20,32,,95,,209,,1090,,1827,,5,,14,,88,,125,,229,,9,,51,,105,,725,,1445,,,
W.N. CENTRAL,2017,20,22,,61,,232,,803,,1087,,5,,20,,63,,202,,349,,3,,22,,91,,203,,1348,,,
S. ATLANTIC,2017,20,49,,223,,512,,2708,,3123,,5,,8,,22,,121,,129,,9,,48,,80,,766,,1003,,,
E.S. CENTRAL,2017,20,23,,68,,209,,677,,1014,,,-,6,,13,,72,,82,,7,,16,,28,,321,,318,,,
W.S. CENTRAL,2017,20,29,,163,,568,,1155,,1810,,1,,23,,150,,190,,277,,33,,75,,181,,742,,2245,,,
MOUNTAIN,2017,20,28,,54,,94,,832,,857,,2,,14,,35,,167,,215,,10,,29,,56,,296,,798,,,
PACIFIC,2017,20,33,,109,,837,,1575,,1627,,14,,22,,274,,294,,322,,2,,44,,231,,675,,665,,,
AMER. SAMOA,2017,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
COLORADO,2017,20,12,,12,,33,,208,,193,,1,,3,,11,,20,,62,,2,,4,,16,,63,,41,,"COLORADO
(38.841772, -106.132562)",
DELAWARE,2017,20,,-,2,,17,,13,,25,,,-,0,,2,,1,,3,,,-,2,,6,,18,,12,,"DELAWARE
(39.008676, -75.574561)",
PUERTO RICO,2017,20,,-,11,,25,,131,,209,,,-,0,,0,,,-,,-,,-,0,,4,,5,,9,,"PUERTO RICO
(18.215692, -66.414655)",
MICHIGAN,2017,20,,-,17,,43,,263,,334,,,-,3,,10,,39,,40,,,-,12,,32,,205,,170,,"MICHIGAN
(44.66399, -84.711206)",
FLORIDA,2017,20,4,,110,,211,,1344,,1379,,,-,0,,0,,,-,,-,,-,16,,33,,334,,236,,"FLORIDA
(28.915325, -81.922409)",
PENNSYLVANIA,2017,20,11,,27,,66,,338,,363,,1,,4,,14,,60,,53,,,-,8,,30,,90,,273,,"PENNSYLVANIA
(40.789676, -77.858055)",
IDAHO,2017,20,,-,3,,10,,67,,58,,1,,3,,12,,41,,39,,,-,0,,3,,8,,31,,"IDAHO
(43.680635, -114.364237)",
ARKANSAS,2017,20,10,,13,,46,,133,,123,,,-,2,,7,,19,,22,,4,,3,,15,,88,,58,,"ARKANSAS
(34.748745, -92.275105)",
VIRGINIA,2017,20,11,,22,,46,,236,,267,,,-,2,,8,,38,,38,,3,,4,,13,,52,,166,,"VIRGINIA
(37.542699, -78.45822)",
UTAH,2017,20,,-,5,,11,,112,,140,,,-,1,,5,,15,,15,,,-,1,,4,,12,,31,,"UTAH
(39.359772, -111.584173)",
ILLINOIS,2017,20,,-,29,,63,,325,,525,,,-,3,,62,,21,,57,,,-,8,,20,,97,,258,,"ILLINOIS
(40.477092, -88.993221)",
WYOMING,2017,20,1,,1,,5,,23,,25,,,-,0,,2,,2,,1,,1,,0,,1,,3,,2,,"WYOMING
(43.23558, -108.110518)",
KENTUCKY,2017,20,10,,10,,35,,149,,209,,,-,1,,5,,13,,21,,3,,5,,14,,100,,77,,"KENTUCKY
(37.64591, -84.774043)",
NEW MEXICO,2017,20,,-,6,,17,,84,,84,,,-,1,,5,,9,,11,,2,,4,,22,,65,,34,,"NEW MEXICO
(34.520396, -106.244402)",
GUAM,2017,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
VIRGIN ISL.,2017,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
OREGON,2017,20,5,,8,,23,,114,,119,,1,,4,,12,,61,,45,,,-,1,,5,,34,,72,,"OREGON
(44.567912, -120.156945)",
GEORGIA,2017,20,21,,35,,90,,446,,478,,1,,2,,9,,40,,29,,3,,10,,22,,150,,298,,"GEORGIA
(32.836038, -83.631709)",
ARIZONA,2017,20,12,,16,,34,,251,,244,,,-,3,,8,,49,,47,,5,,13,,45,,132,,638,,"ARIZONA
(34.869712, -111.760902)",
OHIO,2017,20,32,,26,,68,,391,,452,,5,,4,,14,,51,,45,,8,,18,,30,,253,,471,,"OHIO
(40.056807, -82.405897)",
